10,0.0417,1.7571,0.0432
10,0.0231,0.0217,0.0201
10,0.0227,0.0213,0.0451
10,0.0226,0.0213,0.0201
10,0.0237,0.0298,0.0351
10,0.0228,0.0212,0.02
10,0.0226,0.021,0.0203
10,0.0224,0.0211,0.02
10,0.0228,0.0211,0.0206
10,0.0224,0.0212,0.0201
100,0.2392,3.3755,0.1718
100,0.204,0.7062,0.1605
100,0.2032,0.2478,0.1612
100,0.225,0.2111,0.1609
100,0.2033,0.2029,0.1582
100,0.2044,0.1825,0.1552
100,0.205,0.1824,0.1602
100,0.2084,0.1849,1.0384
100,0.2042,0.2038,0.1589
100,0.2045,0.1832,0.1608
1000,1.8221,2.7124,4.077
1000,1.94,2.8437,3.7145
1000,1.8408,2.1776,4.9017
1000,1.9836,2.1428,3.8736
1000,1.8273,2.2846,4.8966
1000,1.8694,2.0758,5.0787
1000,1.8579,2.0965,4.1722
1000,1.8539,2.0977,3.7482
1000,1.8197,3.528,3.9761
1000,1.8756,2.0813,3.7039
10000,30.5848,22.7955,254.2524
10000,31.1918,27.2339,380.4371
10000,27.3415,25.1183,289.2979
10000,31.7539,27.5453,266.9781
10000,26.5368,28.357,413.4588
10000,28.5129,29.1076,311.1449
10000,27.7261,25.0985,673.0147
10000,37.5815,32.4687,546.5668
10000,27.4259,30.0204,572.3481
10000,34.6285,30.8244,402.7879
100000,772.961,514.3901,25867.9686
100000,652.745,576.694,28419.2919
100000,606.7839,561.049,28563.6813
100000,636.5972,588.4853,28863.0168
100000,606.5828,548.4886,28837.0966
100000,612.2568,579.4694,28373.1904
100000,636.7085,552.2531,31730.349
100000,654.4534,561.1348,29603.591
100000,614.1256,600.9063,30512.1598
100000,601.3802,577.8844,29057.4812
1024,3.2883,3.7089,6.3453
1024,3.1568,3.5457,6.2112
1024,3.0569,3.6374,43.3974
1024,3.0917,3.4122,5.9545
1024,2.9725,3.3437,6.3852
1024,2.972,3.3185,35.0091
1024,3.1931,3.9387,5.7669
1024,2.8668,3.2219,5.8682
1024,2.9597,3.177,11.7313
1024,4.5458,5.7269,5.6189
128,0.3353,0.7008,0.3895
128,0.3883,0.3511,0.3512
128,0.3906,1.2707,0.3723
128,0.39,0.399,0.3833
128,0.47,0.3505,0.3698
128,0.4122,0.3717,0.3505
128,0.4131,0.347,0.3167
128,0.4117,0.3706,0.3038
128,0.4112,0.3573,0.3188
128,0.7762,0.5085,7.619
16,0.0446,1.6176,0.0502
16,0.0509,0.0463,0.0491
16,0.0506,0.0462,0.0507
16,0.0571,0.0488,0.0499
16,0.0512,2.1669,7.5888
16,0.0543,0.0474,0.0499
16,0.0509,0.0459,0.0504
16,0.0726,0.0468,0.0502
16,0.0743,0.0466,0.0508
16,0.0501,0.046,0.0507
16384,86.464,61.3687,827.7213
16384,86.9635,69.0474,936.6217
16384,83.7685,64.2405,797.88
16384,84.8689,63.8071,799.9881
16384,82.4389,64.1557,790.9801
16384,81.8107,63.7336,919.0606
16384,85.2561,64.4745,808.467
16384,82.0384,64.5532,802.5722
16384,82.2666,64.6785,780.2051
16384,81.2903,63.7977,801.9421
2048,7.6563,6.9586,44.3264
2048,7.1142,6.6329,33.6396
2048,6.8775,7.0533,23.2028
2048,6.962,6.5244,29.2713
2048,6.4843,6.3929,21.2799
2048,7.2817,9.1819,26.565
2048,6.5008,6.245,21.0205
2048,6.3292,6.7682,29.3209
2048,6.1816,6.1794,20.6871
2048,6.4589,8.0837,28.7294
256,0.6256,1.1561,0.6351
256,0.8238,0.8405,0.5687
256,0.786,0.8333,0.5283
256,0.8163,0.8516,0.6126
256,0.8032,0.8386,0.6798
256,0.7848,0.8253,0.7295
256,0.8286,0.8275,0.5474
256,0.8117,0.9088,0.5907
256,0.7985,0.8656,0.578
256,0.7836,0.8669,0.5681
32,0.0823,2.7957,0.0795
32,0.1,0.888,1.4725
32,0.1022,0.6986,1.5707
32,0.0921,0.8261,21.1697
32,0.4302,0.4205,0.106
32,0.1007,0.092,0.0787
32,0.1252,0.0959,0.0784
32,0.1001,0.091,0.0737
32,0.1002,0.1158,0.0766
32,0.0994,0.0921,0.0779
32768,200.4058,146.9326,3381.3565
32768,179.3847,140.1646,3456.8287
32768,184.0114,139.7198,3424.201
32768,178.1357,139.39,3457.5526
32768,175.4777,141.3547,3293.0018
32768,178.3154,137.9431,3423.6446
32768,180.184,139.3767,3371.7716
32768,178.509,137.0421,3449.1376
32768,179.4697,136.2563,3313.1577
32768,179.2954,138.8189,3460.3494
4096,16.8958,15.8428,74.0743
4096,15.041,13.2412,76.2256
4096,14.4421,13.0986,71.4153
4096,14.4229,12.653,76.7812
4096,14.022,12.6954,75.3459
4096,13.9901,14.6595,98.8001
4096,13.8331,12.6643,72.9846
4096,13.9407,12.6425,70.1024
4096,13.9168,12.6884,75.5585
4096,13.9322,12.783,75.0944
500,1.2946,1.7486,2.1395
500,1.512,1.5462,2.1259
500,1.2898,1.9759,2.0104
500,1.3086,1.5872,1.9808
500,1.3085,1.6506,2.0829
500,1.3576,1.6297,8.5759
500,1.3785,5.216,12.779
500,1.6425,1.5867,2.0803
500,1.2847,1.5775,2.1119
500,1.385,1.6068,2.1421
501,1.3529,2.0332,4.0919
501,1.9568,1.8569,14.4322
501,1.6023,1.6203,2.4948
501,1.2951,1.6703,1.7368
501,1.3982,1.6792,1.7773
501,1.3905,1.8205,7.355
501,1.6008,3.8102,8.9939
501,1.5885,1.6014,1.7122
501,1.5616,1.6327,2.2392
501,1.6313,1.6157,1.8044
502,1.2977,1.7677,1.7072
502,1.9719,1.6486,3.3373
502,1.7733,1.8331,14.6063
502,1.5425,1.848,1.8636
502,1.594,1.6096,2.3509
502,2.3493,2.0972,5.042
502,1.29,4.0025,8.2593
502,2.0685,1.6434,1.7555
502,1.6212,1.6099,1.7602
502,1.6535,1.6557,1.9071
503,1.3468,1.8624,11.376
503,1.6107,1.9143,2.1617
503,1.7896,3.3014,6.3365
503,1.7134,4.0497,1.9841
503,1.6122,1.6052,2.0738
503,1.6118,1.5981,5.6241
503,1.5969,1.6195,17.2654
503,1.5283,1.6143,1.9089
503,1.6882,1.6574,1.9942
503,1.5396,1.594,8.4229
504,1.3596,5.6388,9.5628
504,1.5845,1.7201,1.9897
504,1.65,1.5942,2.1171
504,1.6139,1.6391,2.0785
504,1.615,1.912,16.2049
504,1.8451,1.5861,4.6216
504,1.5498,1.5602,2.0946
504,1.6059,1.6424,2.0573
504,1.5829,1.6986,2.1914
504,1.7585,1.6264,2.2155
505,1.3989,1.8768,10.4141
505,2.0386,4.511,13.0549
505,2.0513,1.684,2.1771
505,1.5919,1.6753,2.1439
505,1.5159,1.6785,2.2797
505,1.7845,2.2217,22.1147
505,1.6336,1.6531,2.2863
505,1.6311,1.7606,2.2216
505,1.6598,1.6794,2.2064
505,1.896,1.7061,2.2656
506,1.3988,1.8139,1.923
506,1.6054,2.9023,89.7939
506,1.3946,1.7652,1.9144
506,1.3801,1.7671,2.0696
506,1.3665,1.7889,2.3819
506,1.7516,1.6781,1.933
506,1.7099,1.6692,1.9102
506,1.6028,1.654,10.5975
506,1.6552,3.3963,37.9492
506,1.3736,3.9901,8.4725
507,1.4229,4.2473,3.174
507,1.4665,1.7782,2.1591
507,1.4384,1.7295,2.0731
507,1.3541,1.6278,2.409
507,1.3639,1.6004,30.2756
507,1.3224,1.6903,2.0341
507,1.5916,1.6152,2.5292
507,1.5475,1.6099,2.0799
507,1.7798,2.6356,3.9524
507,1.5461,1.6238,2.6608
508,1.3526,1.9091,4.1657
508,2.3226,1.5909,29.921
508,1.5335,1.6201,2.4051
508,1.5851,1.631,27.7708
508,1.5433,1.6212,2.4718
508,1.5658,1.5749,2.4015
508,1.5888,1.7571,2.4225
508,1.5438,1.5777,2.3588
508,1.5979,1.568,2.3312
508,1.6374,1.5496,11.5972
509,1.5086,2.5427,6.7768
509,1.6292,1.683,2.3235
509,2.294,2.3011,6.2308
509,1.6579,3.0411,2.199
509,1.6898,2.2574,5.3914
509,1.7036,1.7162,13.7318
509,1.6924,1.7487,2.1532
509,1.7297,1.7397,2.1422
509,1.7062,1.7072,3.2082
509,1.659,2.6709,25.267
510,1.4003,1.8068,1.671
510,1.6368,3.775,1.6933
510,1.5561,1.6681,1.8433
510,1.6089,2.0893,1.7073
510,1.56,1.6765,1.8112
510,1.5476,1.9437,2.1402
510,1.6317,3.803,2.9224
510,1.627,1.8851,12.4567
510,1.6227,1.6367,1.742
510,1.5408,1.5825,2.5314
511,1.2903,3.6731,18.4107
511,1.9198,1.6022,2.1907
511,1.5553,1.6573,2.1195
511,1.7717,1.6639,2.0036
511,1.6097,1.6183,2.1636
511,1.6165,1.5677,2.1419
511,1.6551,1.6412,2.3878
511,1.7342,2.6383,20.422
511,1.6236,1.7036,2.0596
511,1.6348,1.5899,2.0368
512,1.3785,1.9875,9.0384
512,1.7366,2.6349,14.6747
512,1.6555,1.6772,1.8932
