554,322.579ms,51.4357ms
554,342.147ms,58.3464ms
555,322.599ms,51.108ms
555,325.093ms,49.882ms
555,324.474ms,51.8785ms
555,330.978ms,59.9737ms
555,324.644ms,51.9007ms
555,326.707ms,49.2519ms
555,324.221ms,49.5436ms
555,324.26ms,65.4386ms
555,326.568ms,52.3743ms
555,325.119ms,49.4971ms
556,323.203ms,127.169ms
556,331.54ms,50.3252ms
556,326.246ms,54.4074ms
556,327.844ms,50.4966ms
556,326.842ms,52.2155ms
556,335.19ms,58.4784ms
556,331.841ms,51.4161ms
556,326.737ms,52.5308ms
556,327.57ms,50.862ms
556,338.845ms,56.8521ms
557,325.395ms,48.4552ms
557,329.27ms,52.0088ms
557,327.111ms,51.5425ms
557,328.403ms,50.7851ms
557,327.809ms,51.6068ms
557,326.975ms,52.4303ms
557,336.661ms,47.7433ms
557,332.262ms,49.9864ms
557,331.834ms,53.4373ms
557,338.493ms,50.3968ms
558,328.404ms,51.3375ms
558,333.382ms,54.1771ms
558,332.625ms,51.8147ms
558,331.743ms,67.7849ms
558,336.718ms,47.8898ms
558,326.485ms,52.7117ms
558,328.837ms,53.6051ms
558,329.286ms,52.0791ms
558,329.082ms,49.3179ms
558,330.23ms,50.307ms
559,327.346ms,53.0021ms
559,334.849ms,53.5943ms
559,337.181ms,49.2367ms
559,333.824ms,54.5292ms
559,334.744ms,50.3168ms
15,0.0134ms,1.4364ms
15,0.0184ms,0.1364ms
15,0.0181ms,0.1107ms
15,0.0181ms,0.1001ms
15,0.0195ms,0.1006ms
64,0.5889ms,1.6504ms
64,0.8655ms,0.8287ms
64,0.8646ms,0.4314ms
64,0.8581ms,0.4439ms
64,0.8593ms,0.4232ms
559,332.56ms,52.7562ms
559,339.812ms,80.34ms
559,339.237ms,56.3614ms
559,332.517ms,53.0673ms
559,355.151ms,50.8614ms
560,332.152ms,57.2332ms
560,335.088ms,49.8264ms
560,335.018ms,52.4114ms
560,333.735ms,50.2878ms
560,334.929ms,69.1163ms
560,329.652ms,53.1059ms
560,333.535ms,51.7574ms
560,334.351ms,154.042ms
560,338.768ms,51.0405ms
560,333.242ms,60.5527ms
561,334.38ms,63.1372ms
561,339.188ms,52.4817ms
561,337.825ms,52.9679ms
561,337.063ms,48.528ms
561,337.692ms,58.9393ms
561,334.479ms,57.1402ms
561,337.436ms,51.4763ms
561,336.571ms,52.3893ms
561,335.063ms,49.7982ms
561,336.108ms,52.6ms
562,336.047ms,50.8879ms
562,339.367ms,51.1477ms
562,339.184ms,55.8315ms
562,338.044ms,49.9992ms
562,337.993ms,54.7685ms
562,334.755ms,52.8991ms
562,336.943ms,53.2416ms
562,337.021ms,68.2218ms
562,336.468ms,50.6043ms
562,337.175ms,50.3501ms
563,335.82ms,53.0158ms
563,347.341ms,58.3002ms
563,338.273ms,53.6129ms
563,337.935ms,47.9139ms
563,338.942ms,51.8239ms
563,335.891ms,56.1134ms
563,337.633ms,67.9577ms
563,338.539ms,51.4549ms
563,338.056ms,52.7764ms
563,338.916ms,51.9324ms
564,344.875ms,52.7735ms
564,340.813ms,55.9297ms
564,341.802ms,52.3815ms
564,341.612ms,54.1018ms
564,342.377ms,55.8583ms
65,0.6493ms,1.8779ms
65,0.9027ms,0.4543ms
65,0.9188ms,0.4679ms
65,0.9058ms,0.4545ms
65,0.9035ms,0.4668ms
564,336.394ms,52.2233ms
564,339.895ms,88.9814ms
564,364.113ms,57.8606ms
564,343.949ms,53.3802ms
564,341.287ms,51.2505ms
565,343.4ms,54.548ms
565,341.74ms,51.134ms
565,341.53ms,52.2342ms
565,341.538ms,54.0316ms
565,342.549ms,59.7223ms
565,339.339ms,52.874ms
565,345.198ms,52.5602ms
565,344.362ms,52.2393ms
565,345.888ms,51.1924ms
565,345.01ms,54.7471ms
566,342.404ms,54.3908ms
566,347.31ms,53.7662ms
566,346.916ms,52.5646ms
566,345.626ms,55.9821ms
566,346.162ms,51.5049ms
566,340.529ms,54.974ms
566,343.768ms,52.5583ms
566,343.459ms,54.9337ms
566,348.834ms,54.8425ms
566,345.279ms,52.2132ms
567,344.376ms,53.9799ms
567,349.75ms,63.93ms
567,352.992ms,51.0851ms
567,347.602ms,53.3622ms
567,346.758ms,51.8476ms
567,342.493ms,53.0202ms
567,350.192ms,53.56ms
567,347.298ms,50.9246ms
567,347.389ms,64.6446ms
567,347.484ms,53.2284ms
568,344.248ms,52.5402ms
568,349.792ms,52.8319ms
568,349.298ms,52.4211ms
568,353.404ms,56.3634ms
568,348.644ms,78.9831ms
568,345.741ms,55.1029ms
568,349.725ms,52.3674ms
568,350.229ms,52.8641ms
568,351.025ms,52.1294ms
568,348.522ms,52.1732ms
569,344.624ms,54.5357ms
569,350.544ms,58.5574ms
569,350.464ms,55.4619ms
569,350.092ms,51.9492ms
569,350.692ms,63.1231ms
65,0.6146ms,1.9081ms
65,0.9161ms,0.4636ms
65,0.9067ms,0.4752ms
65,0.903ms,0.4289ms
65,0.9136ms,0.4789ms
569,352.16ms,60.3975ms
569,363.204ms,53.4889ms
569,349.441ms,54.3009ms
569,351.168ms,54.8412ms
569,349.057ms,56.9778ms
570,353.017ms,52.2544ms
570,351.616ms,54.7325ms
570,350.558ms,53.4428ms
570,352.09ms,54.3392ms
570,350.531ms,54.719ms
570,353.865ms,55.7544ms
570,353.754ms,55.245ms
570,351.988ms,54.9224ms
570,352.147ms,53.4226ms
570,350.463ms,52.7693ms
571,351.407ms,79.9691ms
571,355.06ms,52.4186ms
571,354.014ms,56.9756ms
571,354.762ms,52.2646ms
571,359.396ms,53.7568ms
571,351.422ms,57.5813ms
571,353.498ms,52.2602ms
571,353.573ms,51.7018ms
571,354.038ms,53.863ms
571,352.41ms,54.9053ms
572,353.407ms,55.305ms
572,355.698ms,51.8401ms
572,354.888ms,53.4318ms
572,354.682ms,51.2003ms
572,354.606ms,53.9736ms
572,353.614ms,53.5992ms
572,355.161ms,56.4389ms
572,372.395ms,54.645ms
572,361.965ms,53.3191ms
572,357.29ms,60.0386ms
573,353.823ms,56.33ms
573,355.999ms,56.7258ms
573,357.381ms,57.1175ms
573,358.42ms,52.3816ms
573,357.929ms,53.0858ms
573,354.792ms,59.4515ms
573,357.227ms,82.1978ms
573,358.035ms,55.5536ms
573,356.928ms,53.6348ms
573,358.118ms,58.0603ms
574,355.55ms,54.9518ms
574,358.758ms,55.6454ms
574,358.097ms,56.0884ms
574,357.435ms,58.7186ms
574,358.416ms,62.0212ms
66,0.6598ms,1.7682ms
66,0.949ms,0.5829ms
66,0.9481ms,0.459ms
66,0.9419ms,0.4393ms
66,0.9358ms,0.5349ms
574,355.623ms,55.8954ms
574,358.128ms,59.914ms
574,361.408ms,56.6258ms
574,358.604ms,59.2364ms
574,359ms,56.8893ms
575,357.501ms,58.2339ms
575,372.62ms,56.435ms
575,363.711ms,55.5451ms
575,363.314ms,52.434ms
575,362.138ms,59.1235ms
575,358.608ms,58.5857ms
575,361.916ms,55.0009ms
575,361.249ms,61.2046ms
575,374.105ms,54.1207ms
575,361.401ms,55.3002ms
576,359.255ms,55.5389ms
576,369.105ms,357.633ms
576,376.569ms,202.962ms
576,366.984ms,54.2688ms
576,363.597ms,55.3766ms
576,363.469ms,55.1852ms
576,362.635ms,55.884ms
576,368.606ms,51.9557ms
576,362.199ms,66.0607ms
576,362.63ms,56.8836ms
577,364.332ms,55.5162ms
577,364.285ms,56.4056ms
577,370.089ms,53.3532ms
577,364.375ms,55.6267ms
577,364.734ms,55.919ms
577,368.831ms,68.4483ms
577,367.796ms,63.4185ms
577,365.231ms,54.9823ms
577,367.003ms,56.5491ms
577,367.084ms,57.1429ms
578,363.439ms,55.7077ms
578,368.673ms,55.5959ms
578,368.073ms,60.7232ms
578,366.803ms,57.1475ms
578,368.353ms,57.7319ms
578,362.52ms,57.7257ms
578,366.49ms,56.833ms
578,367.525ms,55.8062ms
578,366.132ms,55.2483ms
578,366.695ms,70.4023ms
579,363.539ms,91.48ms
579,372.726ms,57.1123ms
579,367.505ms,56.5997ms
579,373.021ms,56.8573ms
579,368.012ms,54.476ms
66,0.6586ms,1.6658ms
66,0.937ms,0.4848ms
66,0.9401ms,0.5759ms
66,0.976ms,0.4689ms
66,0.9355ms,0.4288ms
579,363.306ms,56.3329ms
579,367.537ms,59.9297ms
579,367.065ms,55.2615ms
579,371.84ms,62.4485ms
579,368.82ms,55.6784ms
580,377.857ms,57.9678ms
580,369.113ms,64.6735ms
580,370.817ms,56.6011ms
580,375.019ms,57.7714ms
580,369.528ms,54.9055ms
580,371.454ms,55.3354ms
580,369.159ms,57.8538ms
580,371.183ms,62.5363ms
580,369.115ms,59.7599ms
580,369.425ms,54.1384ms
581,369.471ms,57.3377ms
581,372.272ms,57.1267ms
581,372.545ms,63.0305ms
581,371.677ms,59.4108ms
581,373.822ms,66.3189ms
581,370.712ms,53.9239ms
581,372.743ms,56.9415ms
581,373.695ms,57.8412ms
581,373.77ms,56.5264ms
581,377.055ms,63.8186ms
582,369.56ms,55.8911ms
582,374.17ms,62.6394ms
582,373.724ms,55.4618ms
582,372.811ms,57.459ms
582,378.464ms,58.1114ms
582,397.298ms,58.5931ms
582,373.957ms,54.6307ms
582,373.358ms,57.1923ms
582,385.242ms,65.307ms
582,373.602ms,57.7239ms
583,373.911ms,58.3163ms
583,378.884ms,72.2506ms
583,377.677ms,58.3236ms
583,376.876ms,55.0478ms
583,376.057ms,60.0748ms
583,392.954ms,55.9379ms
583,404.385ms,85.3069ms
583,379.483ms,56.2294ms
583,377.463ms,56.9297ms
583,377.338ms,57.5594ms
584,374.353ms,59.595ms
584,376.418ms,56.7601ms
584,379.122ms,58.2542ms
584,380.045ms,65.5942ms
584,379.82ms,63.5445ms
67,0.6688ms,1.9773ms
67,0.9891ms,0.4975ms
67,0.9862ms,0.472ms
67,0.9861ms,0.4851ms
67,0.9794ms,0.5445ms
584,374.306ms,55.7305ms
584,376.981ms,65.4552ms
584,377.764ms,57.9575ms
584,376.219ms,56.1641ms
